code_ISIN,nom_du_produit,emetteur_du_produit,date_emission,date_remboursement,mention_complexite,montant_minimum_investissement,niveau_garantie,niveau_barriere_desactivante,niveau_risque,produit_sous_jacent,nature_sous_jacent,code_ISIN_sous_jacent,frais_ponctuels_entree,frais_ponctuels_sortie_echeance,frais_ponctuels_sortie_anticipee,frais_recurrents,frais_accessoires,performance_tension,performance_maximale,espérance_maximale_rendement,date_actualisation,resume_mecanisme,resume_detaille_mecanisme,complexite_gpt
FR0013306859,Rendement Top France Avril 2018,Société Générale,2018-01-15,2028-05-02,Oui,1000.0,0.0,0.6,4,SBF Top 80 EW Decrement 50 Points,Indice,SBFT8D,0.0058,0.0,Non mentionné,0.002,Non mentionné,-0.3893,0.0342,Non mentionné,2024-02-29,"• Titre de créance sans sûreté réelle.
• Paiement de coupons fixes périodiques.
• Possibilité de remboursement anticipé automatique si conditions prédéfinies sont remplies.
• Montant de remboursement final lié à la performance du sous-jacent.
• Capital intégralement à risque.","Le produit Rendement Top France Avril 2018 est un titre de créance émis par Société Générale, sans protection du capital, avec une maturité de 10 ans. Il offre des coupons fixes et la possibilité d'un remboursement anticipé si le sous-jacent atteint ou dépasse une barrière prédéfinie. À l'échéance, si le produit n'a pas été remboursé par anticipation, le remboursement dépend de la performance du sous-jacent par rapport à des barrières spécifiques. Le risque est classé moyen (4/7) et il y a un risque de perte partielle ou totale du capital investi. La complexité du produit est considérée comme moyenne en raison de la dépendance à la performance d'un indice et des conditions de remboursement.",moyenne
FR001400I012,Daily Basic Ressources 2023,SG Issuer,2023-05-30,2033-08-04,Oui,1000.0,0.0,0.5,6,iSTOXX Europe 600 Basic Resources GR Decrement 50 EUR Price,Indice,CH1148731537,0.146,0.005,0.005,0.015,Non,-0.521,0.085,,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible si sous-jacent atteint barrière prédéfinie.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final du sous-jacent ≥ Barrière finale : Valeur nominale + Coupon Final.
  - Niveau final entre Barrière finale et Barrière du Capital : Valeur nominale.
  - Niveau final < Barrière du Capital : Perte partielle ou totale du capital investi.","Le produit Daily Basic Ressources 2023 est un titre de créance de 10 ans lié à l'indice iSTOXX Europe 600 Basic Resources GR Decrement 50 EUR Price. Il offre un coupon conditionnel et un remboursement anticipé basé sur la performance de l'indice. À l'échéance, le remboursement dépend de la performance de l'indice par rapport à des barrières prédéfinies. Sans protection du capital, il présente un risque élevé (6 sur 7) et peut entraîner une perte totale de l'investissement. La complexité est élevée en raison de la structure conditionnelle et de l'absence de garantie de capital.",complexe
FR001400I657,Phoenix Mémoire Degressif Global Horizon Mai 2023,SG Issuer,2023-05-31,2035-06-22,Oui,100000.0,0.0,0.5,4,SG 29 Haussmann - Global Horizon,Fonds,LU2478815579,0.001,0.0,Non spécifié,Non spécifié,Non spécifié,-0.157,0.135,Non spécifié,2024-02-29,"• Coupon périodique conditionnel.
• Remboursement anticipé possible selon conditions prédéfinies.
• À maturité, remboursement lié à la performance du sous-jacent.
• Capital intégralement en risque.","Le produit Phoenix Mémoire Degressif Global Horizon Mai 2023 est un titre de créance de 12 ans et 22 jours, émis par SG Issuer, sans protection du capital. Il offre des coupons conditionnels et un remboursement anticipé basé sur la performance du fonds SG 29 Haussmann - Global Horizon. À l'échéance, le remboursement dépend de la performance du fonds par rapport à une barrière de capital de 50%. Le produit est classé avec un risque moyen (4 sur 7) et ne garantit pas le capital investi, avec un risque de perte partielle ou totale. La complexité du produit est considérée comme moyenne en raison de ses caractéristiques de paiement conditionnel et de remboursement anticipé.",moyenne
FRSG000143V1,Autocall Oxygene Action TotalEnergies 48,SG Issuer,2023-09-07,2028-08-10,Oui,1000.0,0.0,0.5,6,TotalEnergies SE,Action,FR0000120271,0.022,0.005,0.005,0.007,Non,-0.444,0.102,,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible à des dates prédéfinies si le sous-jacent atteint ou dépasse la barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Si le niveau final du sous-jacent est au-dessus de la barrière du capital : remboursement de 100% de la valeur nominale.
  - Sinon : remboursement basé sur le niveau final du sous-jacent, risque de perte partielle ou totale.","Le produit Autocall Oxygene Action TotalEnergies 48 est un titre de créance de près de 5 ans, sans protection du capital, émis par SG Issuer. Il offre un coupon conditionnel et la possibilité d'un remboursement anticipé si le sous-jacent, l'action TotalEnergies SE, atteint ou dépasse une barrière prédéfinie à des dates d'observation spécifiques. À l'échéance, si le produit n'a pas été remboursé par anticipation, le remboursement dépend de la performance du sous-jacent par rapport à la barrière du capital. En cas de baisse significative du sous-jacent, l'investisseur risque une perte partielle ou totale de son capital. Ce produit est classé avec un niveau de risque élevé (6 sur 7) et est destiné à des investisseurs ayant une certaine expérience des marchés financiers. La complexité de ce produit est considérée comme élevée en raison de sa dépendance à la performance d'un actif sous-jacent et de l'absence de garantie de capital.",complexe
FRSG00013GS2,2023-2033 Phoenix Mémoire Automobile Mai 2023,SG Issuer,2023-03-14,2033-05-23,Oui,1000.0,0.0,0.5,6,iSTOXX Europe 600 Automobiles & Parts GR Decrement 50 EUR Price,Indice,CH1169653263,0.115,0.005,0.005,0.003,Non,-0.737,0.06,,2024-02-29,"• Coupon périodique conditionnel.
• Remboursement anticipé possible selon conditions prédéfinies.
• À maturité, remboursement lié à la performance du sous-jacent.
• Capital intégralement à risque.
• Coupon versé si niveau du sous-jacent ≥ Barrière de coupon.
• Remboursement anticipé si niveau du sous-jacent ≥ Barrière de Remboursement Anticipé.
• À maturité, si niveau du sous-jacent ≥ Barrière du Capital, remboursement de 100% de la Valeur Nominale.
• Si niveau du sous-jacent < Barrière du Capital, remboursement basé sur la performance du sous-jacent.","Le produit '2023-2033 Phoenix Mémoire Automobile Mai 2023' est un titre de créance de 10 ans lié à l'indice iSTOXX Europe 600 Automobiles & Parts GR Decrement 50 EUR Price. Il offre des coupons conditionnels et la possibilité d'un remboursement anticipé si le sous-jacent atteint des niveaux prédéfinis. À l'échéance, le remboursement dépend de la performance du sous-jacent par rapport à une barrière de capital de 50%. Sans protection du capital, l'investisseur peut subir une perte totale. Le produit est classé avec un niveau de risque élevé (6 sur 7) et est destiné à des investisseurs ayant une certaine expérience. La complexité est considérée comme élevée en raison de la structure conditionnelle des paiements et du risque de perte en capital.",complexe
FR0014005EE7,ATHENA OBJECTIF IMPACT DECEMBRE 2021,SG Issuer,2021-09-17,2031-12-17,Oui,1000.0,0.0,0.5,5,SBF Top 50 ESG EW Decrement 50 Points,Indice,FR0013371440,0.033,0.005,0.005,0.0,Non,-0.658,0.143,,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible selon conditions prédéfinies.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final du sous-jacent ≥ Barrière du Capital : 100% de la Valeur Nominale.
  - Niveau final du sous-jacent < Barrière du Capital : Valeur Nominale ajustée par la performance du sous-jacent.","ATHENA OBJECTIF IMPACT DECEMBRE 2021 est un titre de créance de 10 ans et 3 mois, sans protection du capital, émis par SG Issuer et lié à l'indice SBF Top 50 ESG EW Decrement 50 Points. Il offre un coupon conditionnel et un remboursement anticipé basé sur la performance de l'indice. À l'échéance, si le produit n'est pas remboursé par anticipation, le remboursement dépend de la performance de l'indice par rapport à la barrière du capital de 50%. En cas de performance inférieure, une perte partielle ou totale du capital est possible. Le produit est classé avec un risque de 5 sur 7, indiquant un niveau de risque moyen à élevé. La complexité de ce produit est considérée comme moyenne en raison de ses caractéristiques de paiement conditionnel et de son lien avec la performance d'un indice spécifique.",moyenne
FRSG00012SH2,Autocall Oxygene Crédit Agricole 21,SG Issuer,2022-06-23,2027-06-09,Oui,1000.0,0.0,0.5,6,Credit Agricole SA,Action,FR0000045072,0.0038,0.0,Non mentionné,0.0068,Non mentionné,-0.8526,0.1077,Non mentionné,2024-02-29,"• Titre de créance sans sûreté réelle.
• Remboursement anticipé possible si Sous-Jacent ≥ Barrière de Remboursement Anticipé.
• Remboursement anticipé : 100% Valeur Nominale + Coupon de Remboursement Anticipé.
• À maturité si non remboursé par anticipation :
  - Sous-Jacent ≥ Barrière Finale : 100% Valeur Nominale + Coupon Final.
  - Sous-Jacent entre Barrière Finale et Barrière du Capital : 100% Valeur Nominale.
  - Sous-Jacent < Barrière du Capital : Valeur Nominale ajustée par Niveau Final du Sous-Jacent.","L'Autocall Oxygene Crédit Agricole 21 est un produit structuré émis par SG Issuer, conçu pour offrir un rendement si remboursé à maturité ou par anticipation. Le remboursement et le rendement dépendent de la performance de l'action Credit Agricole SA. Il offre un remboursement anticipé si le niveau de l'action est au-dessus de 100% à des dates d'observation spécifiques, avec un coupon de 3,75% par période de six mois écoulée. À l'échéance, si non remboursé par anticipation, le remboursement varie selon la performance de l'action par rapport à des barrières prédéfinies, avec un risque de perte partielle ou totale du capital. Classé avec un risque élevé (6 sur 7), ce produit est complexe en raison de sa dépendance à la performance d'une action unique et de ses caractéristiques de paiement conditionnelles.",complexe
FR0013355260,Rendement 10 ans EWC Juillet 2018,SG Issuer,2018-09-05,2028-09-25,Oui,1000.0,0.0,0.5,4,Euro iSTOXX Equal Weight Constant 50,Indice,CH0261129644,0.04,0.005,0.005,0.005,Non,-0.561,0.2,,2024-02-29,"• Coupon conditionnel périodique lié à la performance du sous-jacent.
• Remboursement final dépendant du niveau final du sous-jacent par rapport à la barrière du capital.
• En cas de niveau final sous la barrière du capital, perte partielle ou totale du capital investi.","Le produit 'Rendement 10 ans EWC Juillet 2018' est un titre de créance de 10 ans émis par SG Issuer, lié à l'indice Euro iSTOXX Equal Weight Constant 50. Il offre des coupons conditionnels annuels si l'indice est au-dessus de la barrière de coupon et un remboursement final basé sur la performance de l'indice par rapport à la barrière du capital. En cas de performance défavorable de l'indice, les investisseurs risquent une perte partielle ou totale de leur capital. Ce produit est classé avec un niveau de risque moyen (4 sur 7) et ne fournit pas de protection du capital. La complexité de ce produit est considérée comme moyenne en raison de sa dépendance à la performance d'un indice et de la structure conditionnelle des paiements.",moyenne
FR001400IPU8,Note Callable à taux fixe 3 ans,Société Générale,2023-07-07,2026-07-07,Oui,1000.0,1.0,0,1,Non applicable,Non applicable,Non applicable,0.017,0.005,0.005,0.005,Non,0.0301,0.039,0.1155,2024-02-29,"• Capital intégralement protégé à maturité.
• Possibilité de remboursement anticipé à la discrétion de l'émetteur.
• Paiement d'un coupon fixe à la fin de la vie du produit.
• Remboursement anticipé : 100% de la valeur nominale + Coupon pour les périodes écoulées.
• À maturité, si non remboursé par anticipation : 100% de la valeur nominale + Coupon Final.","La Note Callable à taux fixe 3 ans est un titre de créance émis par Société Générale avec une durée de vie de 3 ans, pouvant être remboursé plus tôt à la discrétion de l'émetteur. Le produit vise à verser un coupon fixe à la fin de la durée ou lors d'un remboursement anticipé. Le capital est intégralement protégé à maturité, et le coupon final est de 11.55%. Les investisseurs ciblés sont ceux ayant une connaissance des produits financiers et prêts à accepter un risque faible (classé 1 sur 7). La complexité du produit est considérée comme très simple en raison de sa structure de paiement claire et de la protection du capital à maturité.",très simple
FR001400IF09,Taux Fixe Callable 4.80% 8 ans in fine,Société Générale,2023-06-06,2031-07-07,Oui,1000.0,1.0,0,1,,,,0.029,0.005,0.005,0.004,Non,0.067,0.045,,2024-02-29,"• Titre de créance avec coupon fixe de 4.80%.
• Remboursement anticipé possible à la discrétion de l'émetteur.
• Remboursement à maturité de 100% de la valeur nominale plus coupon final de 38.40%.
• Remboursement anticipé : 100% de la valeur nominale plus coupon pour chaque période écoulée.","Le produit Taux Fixe Callable 4.80% 8 ans in fine est un titre de créance émis par Société Générale avec une durée de vie de 8 ans. Il offre un coupon annuel de 4.80% et un coupon final de 38.40% à l'échéance. L'émetteur peut choisir de rembourser le produit par anticipation à chaque date anniversaire à partir de la quatrième année. En cas de remboursement anticipé, l'investisseur reçoit 100% de la valeur nominale plus les coupons accumulés. Le produit est destiné aux investisseurs ayant une certaine expérience et qui sont en mesure de supporter une perte totale de leur investissement. Il est classé avec un risque très faible (1 sur 7) et offre une protection du capital à l'échéance. La complexité de ce produit est considérée comme simple en raison de sa structure de paiement claire et de la protection du capital à l'échéance.",simple
FR0013433661,FS SBF Top 80 EW Decrement 50 Points® 15072027,SG Issuer,2019-07-15,2027-07-15,Oui,1000.0,0.0,0,2,SBF Top 80 EW Decrement 50 Points®,Indice,FR0013017969,0.0005,0.0,0,0.007,0,-0.011,-0.011,,2024-02-29,"• Rendement défini à maturité ou par anticipation.
• Capital intégralement en risque.
• Remboursement anticipé à la discrétion du porteur.
• Remboursement final lié à la performance du sous-jacent.
• Perte partielle ou totale possible.","Le produit FS SBF Top 80 EW Decrement 50 Points® 15072027 est un titre de créance sans protection du capital, émis par SG Issuer, avec une maturité en juillet 2027. Il offre un rendement défini si remboursé à maturité ou par anticipation, mais expose l'investisseur à un risque intégral de perte du capital investi. La performance du sous-jacent SBF Top 80 EW Decrement 50 Points® détermine le montant de remboursement final. Les frais annuels sont de 0.70%, et le produit est classé dans une classe de risque basse (2 sur 7). La complexité de ce produit est considérée comme moyenne en raison de la dépendance à la performance d'un indice et de l'absence de garantie de capital.",moyenne
FRSG00013RZ4,Autocall Trimestriel Action Veolia Environnement Juillet 2023,SG Issuer,2023-05-17,2028-08-11,Oui,1000.0,0.0,0.6,6,Veolia Environnement SA,Action,FR0000124141,0.081,0.0,0.005,0.015,Non,-0.5825,0.073,,2024-02-29,"• Rendement lié à la performance de l'action Veolia Environnement.
• Remboursement anticipé possible à chaque date d'observation trimestrielle si le niveau de l'action est au-dessus de la barrière de remboursement anticipé.
• Remboursement anticipé : 100% de la valeur nominale plus coupon de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final de l'action ≥ barrière finale : 100% de la valeur nominale plus coupon final.
  - Niveau final de l'action entre barrière finale et barrière du capital : 100% de la valeur nominale.
  - Niveau final de l'action < barrière du capital : perte partielle ou totale du capital investi.","Le produit Autocall Trimestriel Action Veolia Environnement Juillet 2023 est un titre de créance de SG Issuer sans protection du capital. Il offre un potentiel de rendement lié à l'action Veolia Environnement, avec des opportunités de remboursement anticipé trimestrielles et un coupon final si le produit n'est pas remboursé avant l'échéance. Le remboursement dépend de la performance de l'action à des dates prédéfinies, avec un risque de perte partielle ou totale du capital si l'action chute en dessous de la barrière du capital. Classé avec un risque élevé (6 sur 7), ce produit est complexe en raison de sa structure conditionnelle et de l'absence de garantie de capital.",complexe
FRSG00013J51,Athena Oxygen Eurostoxxbank Avril 2023,SG Issuer,2023-03-31,2028-05-08,Oui,1000.0,0.0,0.65,6,EURO STOXX BANKS (PRICE)® INDEX,Indice,EU0009658426,0.07,0.005,0.005,0.015,Non,-0.664,0.084,,2024-02-29,"• Rendement lié à la performance de l'indice EURO STOXX BANKS.
• Remboursement anticipé possible si l'indice atteint ou dépasse la barrière de remboursement anticipé à des dates d'observation spécifiques.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final de l'indice ≥ barrière finale : remboursement de 100% du nominal + coupon final.
  - Niveau final de l'indice entre barrière finale et barrière du capital : remboursement de 100% du nominal.
  - Niveau final de l'indice < barrière du capital : remboursement basé sur la performance de l'indice.","Le produit Athena Oxygen Eurostoxxbank Avril 2023 est un titre de créance de 5 ans et 1 mois, sans protection du capital, émis par SG Issuer. Il offre un rendement potentiel lié à la performance de l'indice EURO STOXX BANKS, avec des opportunités de remboursement anticipé si l'indice dépasse une barrière prédéfinie à des dates d'observation. À l'échéance, le remboursement dépend de la performance de l'indice par rapport à des barrières spécifiques, avec un risque de perte partielle ou totale du capital investi. Ce produit est classé avec un niveau de risque élevé (6 sur 7) et est destiné aux investisseurs ayant une certaine expérience des marchés financiers. La complexité de ce produit est considérée comme élevée en raison de sa dépendance à la performance d'un indice et de l'absence de garantie du capital.",complexe
FR0013428406,ITINÉRAIRES SEPTEMBRE 2019,SG Issuer,2019-09-02,2028-01-10,Oui,100.0,0.0,0.5,5,iSTOXX Transatlantic ESG 100 Equal Weight Decrement EUR (Price),Indice,IXTEEWDP,0.0039,0.0,Non mentionné,0.0067,Non mentionné,-0.2769,0.2082,Non mentionné,2024-02-29,"• Rendement lié à la performance de l'indice sous-jacent.
• Remboursement anticipé possible si l'indice atteint ou dépasse la barrière de remboursement anticipé à des dates d'observation spécifiques.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final de l'indice ≥ barrière finale : paiement de 100% de la valeur nominale plus coupon final.
  - Niveau final de l'indice entre barrière finale et barrière du capital : paiement de 100% de la valeur nominale.
  - Niveau final de l'indice < barrière du capital : paiement proportionnel à la valeur finale de l'indice, risque de perte partielle ou totale.","Le produit ITINÉRAIRES SEPTEMBRE 2019 est un titre de créance lié à l'indice iSTOXX Transatlantic ESG 100 Equal Weight Decrement EUR (Price), sans protection du capital. Il offre un potentiel de remboursement anticipé et un coupon final si certaines conditions de performance de l'indice sont remplies. En cas de performance inférieure à la barrière du capital à l'échéance, l'investisseur risque une perte partielle ou totale du capital investi. Le produit est classé avec un niveau de risque de 5 sur 7, indiquant un risque moyen à élevé. La complexité de ce produit est considérée comme moyenne en raison de sa dépendance à la performance d'un indice et de la structure de paiement conditionnelle.",moyenne
FRSG000133D0,Autocall Oxygene TotalEnergies 29,SG Issuer,2022-11-08,2027-10-25,Oui,1000.0,0.0,0.5,6,TotalEnergies SE,Action,FR0000120271,0.001,0.0,Non mentionné,0.0087,Non mentionné,-0.8998,0.0586,Non mentionné,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible si sous-jacent atteint ou dépasse la barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Si niveau final du sous-jacent ≥ barrière du capital : remboursement de 100% de la valeur nominale.
  - Sinon : remboursement basé sur le niveau final du sous-jacent, risque de perte partielle ou totale.","Le produit Autocall Oxygene TotalEnergies 29 est un titre de créance lié à l'action TotalEnergies SE, sans protection du capital. Il offre un coupon conditionnel et la possibilité d'un remboursement anticipé si le sous-jacent atteint certaines barrières. À l'échéance, le remboursement dépend de la performance du sous-jacent par rapport à la barrière du capital. En cas de performance inférieure, l'investisseur risque une perte partielle ou totale. Le produit est classé avec un risque élevé (6 sur 7) et est destiné à des investisseurs avertis. La complexité est due à la structure conditionnelle des paiements et à l'absence de garantie de capital.",complexe
FRSG00012UZ0,Autocall Oxygene Crédit Agricole 23,SG Issuer,2022-07-19,2028-07-05,Oui,1000.0,0.0,0.5,6,Credit Agricole SA,Action,FR0000045072,0.003,0.0,Non mentionné,0.009,Non mentionné,-0.8707,0.0557,Non mentionné,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible à des dates prédéfinies si le sous-jacent atteint ou dépasse la barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Si le niveau final du sous-jacent est ≥ à la barrière du capital : remboursement de 100% de la valeur nominale.
  - Sinon : remboursement basé sur le niveau final du sous-jacent, risque de perte partielle ou totale du capital.","L'Autocall Oxygene Crédit Agricole 23 est un titre de créance lié à l'action de Crédit Agricole SA, sans protection du capital. Il offre un coupon conditionnel et la possibilité de remboursement anticipé si le sous-jacent atteint certaines barrières. À l'échéance, le remboursement dépend de la performance du sous-jacent, avec un risque de perte partielle ou totale du capital investi. Le produit est classé avec un niveau de risque élevé (6 sur 7) et est destiné à des investisseurs ayant une certaine expérience des marchés financiers. La complexité de ce produit est considérée comme élevée en raison de sa dépendance à la performance d'un actif sous-jacent et de ses caractéristiques de paiement conditionnelles.",complexe
FR0014002RH9,Performance Banks,SG Issuer,2021-04-09,2031-05-19,Oui,1000.0,0.0,1,6,EURO STOXX® Banks (Price) Index,Indice,EU0009658426,0.065,0.005,0.005,0.0,Non,-0.909,0.157,,2024-02-29,"• Produit lié à la performance de l'EURO STOXX® Banks Index.
• Pas de protection du capital investi.
• À l'échéance, si niveau final de l'indice ≥ 100% : remboursement de 100% de la valeur nominale + performance de l'indice x 265%.
• Si niveau final < 100% : remboursement basé sur la valeur finale de l'indice, risque de perte partielle ou totale.","Performance Banks est un titre de créance de 10 ans lié à l'EURO STOXX® Banks Index, sans protection du capital. À l'échéance, si l'indice est au-dessus ou égal à la barrière finale de 100%, l'investisseur reçoit la valeur nominale plus la performance de l'indice multipliée par 265%. Si l'indice est en dessous de la barrière, l'investisseur reçoit un montant basé sur la valeur finale de l'indice, avec un risque de perte partielle ou totale du capital investi. Le produit est classé avec un niveau de risque élevé (6 sur 7) et est destiné aux investisseurs ayant une connaissance des marchés financiers et prêts à accepter un risque élevé. La complexité de ce produit est considérée comme élevée en raison de l'absence de protection du capital et de la dépendance à la performance d'un indice spécifique.",complexe
FRSG00013O62,NexAutocall Mensuel Action Mercedes Mai 2023,SG Issuer,2023-04-24,2028-06-07,Oui,1000.0,0.0,0.6,6,Mercedes-Benz Group AG,Action,DE0007100000,0.069,0.005,0.005,0.015,Non,-0.772,0.077,,2024-02-29,"• Rendement lié à la performance de l'action Mercedes-Benz.
• Remboursement anticipé possible à des dates prédéfinies si le niveau de l'action est égal ou supérieur à la barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final de l'action ≥ barrière finale : remboursement de 100% du nominal + coupon final.
  - Niveau final de l'action entre barrière finale et barrière du capital : remboursement de 100% du nominal.
  - Niveau final de l'action < barrière du capital : perte partielle ou totale du capital investi.","Le produit NexAutocall Mensuel Action Mercedes Mai 2023 est un titre de créance de la Société Générale, sans protection du capital, avec une durée de vie de 5 ans et 1 mois. Il offre un potentiel de rendement lié à la performance de l'action Mercedes-Benz Group AG, avec des opportunités de remboursement anticipé si l'action atteint ou dépasse des barrières prédéfinies. À l'échéance, le remboursement dépend de la performance de l'action par rapport à la barrière finale et la barrière du capital. Classé avec un risque élevé (6 sur 7), ce produit peut entraîner une perte totale du capital investi. Sa complexité est élevée en raison de la structure conditionnelle des paiements et de la dépendance à la performance d'une action spécifique.",complexe
FR0013426640,FS SBF Top 80 EW Decrement 50 Points 21062027,SG Issuer,2019-06-21,2027-06-21,Oui,1000.0,0.0,0,3,SBF Top 80 EW Decrement 50 Points,Indice,FR0013017969,0.0,0.0,0.0,0.007,Non,-0.0779,0.1759,,2024-02-29,"• Titre de créance sans protection du capital.
• Remboursement anticipé à la discrétion de l'investisseur.
• Remboursement lié à la performance du sous-jacent.
• Frais de commissions et rémunérations déduits du remboursement.
• Perte partielle ou totale du capital investi possible.","Le produit FS SBF Top 80 EW Decrement 50 Points 21062027 est un titre de créance émis par SG Issuer, sans protection du capital, avec une échéance en juin 2027. Il offre la possibilité de remboursement anticipé à la discrétion de l'investisseur, avec un rendement lié à la performance de l'indice SBF Top 80 EW Decrement 50 Points. Les frais annuels sont de 0.70%, et il n'y a pas de frais d'entrée ou de sortie. Le produit est conçu pour des investisseurs ayant une connaissance des produits financiers et prêts à accepter un risque de perte en capital. La complexité de ce produit est considérée comme moyenne en raison de sa dépendance à la performance d'un indice et de l'absence de protection du capital.",moyenne
FRSG00013AO4,Vital Automobile Décembre 2023,SG Issuer,2023-02-02,2033-12-28,Oui,1000.0,0.0,0.5,6,iSTOXX Europe 600 Automobiles & Parts GR Decrement 50 EUR Price,Indice,CH1169653263,0.145,0.005,0.005,0.002,Non,-0.741,0.119,,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible si niveau du sous-jacent ≥ barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final du sous-jacent ≥ barrière du capital : Valeur nominale + coupon final.
  - Niveau final du sous-jacent < barrière du capital : Valeur nominale ajustée par la performance du sous-jacent.","Le produit Vital Automobile Décembre 2023 est un titre de créance lié à l'indice iSTOXX Europe 600 Automobiles & Parts GR Decrement 50 EUR Price. Il offre un coupon conditionnel et la possibilité d'un remboursement anticipé si le sous-jacent atteint ou dépasse une barrière prédéfinie. À l'échéance, si le produit n'a pas été remboursé par anticipation, le remboursement dépend de la performance du sous-jacent par rapport à la barrière du capital. En cas de baisse significative du sous-jacent, l'investisseur risque une perte partielle ou totale du capital investi. Ce produit est classé avec un niveau de risque élevé (6 sur 7) et ne prévoit pas de protection du capital. La complexité de ce produit est considérée comme élevée en raison de sa dépendance à la performance d'un indice spécifique et de ses caractéristiques de paiement conditionnel.",complexe
FRSG00013O96,Autocall Oxygene Action TotalEnergies 38,SG Issuer,2023-05-09,2028-04-10,Oui,1000.0,0.0,0.5,6,TotalEnergies SE,Action,FR0000120271,0.021,0.005,0.005,0.006,Non,-0.874,0.107,,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible si sous-jacent atteint ou dépasse la barrière de remboursement anticipé à des dates d'observation spécifiques.
• À l'échéance, si non remboursé par anticipation :
  - Si niveau final du sous-jacent ≥ barrière du capital : remboursement de 100% de la valeur nominale.
  - Sinon : remboursement basé sur le niveau final du sous-jacent, risque de perte partielle ou totale du capital.","L'Autocall Oxygene Action TotalEnergies 38 est un titre de créance de près de 5 ans lié à l'action TotalEnergies SE. Il offre un coupon conditionnel et la possibilité d'un remboursement anticipé si le sous-jacent dépasse une barrière prédéfinie à des dates d'observation. Si le produit n'est pas remboursé par anticipation, le remboursement à l'échéance dépend de la performance du sous-jacent par rapport à la barrière du capital. En cas de baisse significative du sous-jacent, l'investisseur risque une perte partielle ou totale du capital investi. Ce produit est classé avec un niveau de risque élevé (6 sur 7) et ne fournit pas de protection du capital. La complexité de ce produit est considérée comme élevée en raison de sa dépendance à la performance d'un actif sous-jacent et de ses caractéristiques de paiement conditionnel.",complexe
Non spécifié,TARN,SG Issuer,2023-05-03,2028-05-03,Oui,1000.0,1.0,0,1,"CMS.EUR.30Y, CMS.EUR.5Y",Taux de Référence,Non spécifié,0.034,0.005,0.005,Non spécifié,Non spécifié,-0.013,0.025,Non spécifié,2024-02-29,"• Coupon périodique basé sur la différence entre deux taux de référence.
• Remboursement anticipé automatique si somme des coupons atteint un seuil prédéfini.
• Remboursement final de 100% de la valeur nominale à maturité si non remboursé plus tôt.
• Capital intégralement protégé à maturité uniquement.","Le produit TARN est un titre de créance avec une durée de vie de 5 ans, émis par SG Issuer et garanti par Société Générale. Il vise à verser un coupon périodique basé sur la différence entre deux taux de référence, avec un coupon fixe de 6.6% et un plancher de 0%. Le produit offre un remboursement anticipé automatique si la somme des coupons fixes et variables atteint 14.20%. À la maturité, le remboursement est de 100% de la valeur nominale, à condition que le produit n'ait pas été remboursé de façon anticipée. Le produit est destiné à des investisseurs ayant une certaine expérience et est classé dans la classe de risque la plus basse (1 sur 7). La complexité de ce produit est considérée comme moyenne en raison de sa dépendance aux taux de référence et de la structure de paiement conditionnelle.",moyenne
